episode,score,best_score,total_reward,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
1,0.0,-inf,-54.1470548091213,1.560000000000001,3.159597605330197,0.033500319694551944,0.0,5.70685770555491,4.0233398995016785,0.0,8.156609314251915,0.2776514654092972,-14.246148977605388,6.6312266204830905,-7.35243709233051,0.0
2,0.0,-inf,-58.39867602119662,1.680000000000001,-2.123075956639633,4.342971313352238,0.0,1.0267565450283866,4.48112142318751,0.0,-2.5942172075513987,7.618360190988589,-13.408327881038911,3.640814519432571,2.233220976064951,0.0
3,-2.0870304519425398,-1.0977001605618775,-60.52388310633365,1.740000000000001,-2.5260697061791153,2.112914624964628,0.0,3.8093028901122903,5.32953892717364,0.0,0.16263130976561002,2.498409803122939,-13.422283278052921,16.730277010293722,-5.863353340088536,0.0
4,-2.2572471967938372,0.22144612564486296,-58.688427116639765,1.560000000000001,12.194492796912286,1.2986248255069717,0.0,5.493747334637693,4.980332914057453,0.0,21.086420815867317,0.6543362210530074,-13.074160748562347,28.68434075743264,-3.28476539606181,0.0
5,-1.7451763394732016,0.7361155003118021,-55.84564286314245,1.9200000000000013,1.456998634481729,4.635138265077405,0.0,3.8247954007656126,6.278501601090715,0.0,1.3307285449581132,10.686278152694479,-22.74800885487704,3.844439293626266,-0.2983438579956036,0.0
6,2.9497864318536093,2.9497864318536093,247.78206027570317,5.0399999999999805,20.400011652974282,-46.44360526779478,124.6768201846016,4.855347874716983,5.621124560686791,0.0,11.326270355484816,-26.85641796109304,12.901094203490475,-0.38803747634996133,-0.2315868239704212,0.0
7,0.4368601729866918,2.9497864318536093,36.69625453088211,5.0399999999999805,28.296231271150706,4.3372567045245916,22.82583954798012,3.5791204755216395,5.246526781755897,0.0,25.66730887748,-2.4331450628013402,-10.979106676661818,-28.813979600240287,-0.4402415560440834,0.0
8,1.6839615702871953,2.9497864318536093,141.4527719041244,5.0399999999999805,-43.150616919478495,-5.704260331708719,47.761100269510216,3.6633801589938244,0.11350516099933561,0.0,-39.43458287074716,-8.775597558752258,-7.208755034445755,-5.689775531786068,-0.055190767519764754,0.0
9,2.6346211279037552,2.9497864318536093,221.30817474391543,5.0399999999999805,11.514898563580358,2.0364619156703467,68.68307111672567,3.8826249258566925,5.987103158925363,0.0,11.890606917340968,0.8461433275765995,0.9300805081519714,-28.841697867149744,-0.25441914068085963,0.0
10,-1.5165576369114273,2.9497864318536093,-34.880825648962826,1.3800000000000008,0.02379235755881495,-8.585024320830039,0.0,1.7611135329706862,6.26362306162188,0.0,0.10512694907193355,-1.364398762537178,-20.633447377112166,-2.1706553686947343,-0.03627604214409938,0.0
11,-2.467615469088988,2.9497864318536093,-54.287540319957735,1.3200000000000007,0.26169718863162433,11.1558270548961,0.0,5.862147984859039,6.180148571414962,0.0,0.8207669713805485,12.391899996918285,-4.214266517355245,-2.0505326217770325,-0.21925288410219146,0.0
12,-1.3896670927847043,2.9497864318536093,-58.36601789695759,2.520000000000002,-6.982043362527669,8.431207364876554,0.0,4.428401234210247,0.399014729466864,0.0,-10.372914729330853,2.9016187043767077,-8.185153872080116,-5.575086834065678,0.31423123365883093,0.0
13,-2.4718880834586963,2.9497864318536093,-59.32531400300871,1.4400000000000008,-0.22341417412250483,2.844548558589311,0.0,6.075831451291634,0.04040214619997595,0.0,-0.5066031174259608,-1.511929960589773,-9.741125661851413,-12.373381522921276,0.04352051877588913,0.0
14,-0.6427846734195496,2.9497864318536093,-37.28151105833388,3.4800000000000026,28.272730265690573,6.8313171250866285,0.0,2.7194601991695944,5.915739933455667,0.0,19.068879990158035,0.6333409986059227,-14.824303946704445,-28.847319820229995,-0.1271626583237967,0.0
15,-1.0710510929534525,2.9497864318536093,-43.913094811091554,2.4600000000000017,-3.5030265564639986,19.210238008483536,0.0,5.176168256774812,0.13197196283355872,0.0,-4.493796530290654,14.552935637288352,-15.13283866962281,26.02013465582951,0.014196318462027183,0.0
16,-1.2549077195164664,2.9497864318536093,-46.43158562210925,2.2200000000000015,2.8242229270676504,2.761503292965419,0.0,5.447051050679303,3.3637453291883617,0.0,2.972831654298051,4.0951920909248525,-15.142103010141545,17.331465259599515,-28.844963838250575,0.0
17,-1.744894593308983,2.9497864318536093,-59.326416172505425,2.0400000000000014,-4.806093163380355,-1.9982927555044,0.0,2.700251697735652,5.571295955061045,0.0,-3.1952847785853327,-2.1368735387649886,-12.737006666767728,-11.651930962171773,-23.47683974171978,0.0
18,-2.3598495388713343,2.9497864318536093,-51.91668985516935,1.3200000000000007,2.033155415335906,-1.243304134108248,0.0,2.365442550630931,4.332927112373287,0.0,5.807629432544964,-1.2626033046865446,-15.57889196552852,8.506502602181582,-16.036059816553333,0.0
19,-2.238240883196054,2.9497864318536093,-55.956022079901345,1.5000000000000009,-2.7503222035041723,-3.7356828764959618,0.0,1.1733740101246237,3.1634139969424986,0.0,-2.1602226482892974,-4.377336944096014,-13.353961885124933,-2.57796405460571,-14.324236973681268,0.0
20,-2.227979139144638,2.9497864318536093,-49.015541061182034,1.3200000000000007,-3.110568647840306,0.018035868845544402,0.0,5.09408331256456,2.314408877658531,0.0,-3.1419166527230784,-1.7908413098630733,-15.745638183481773,-11.811634501121596,-28.80628407775135,0.0
21,-2.1857446599380603,2.9497864318536093,-56.829361158389574,1.560000000000001,1.2038791995967961,1.4103881409045191,0.0,5.844352141289715,1.4536719524976451,0.0,1.4552568666240153,2.4974546480739166,-12.93166281363084,-18.156587446383483,-28.84856792992926,0.0
22,-2.019772306399356,2.9497864318536093,-64.63271380477939,1.9200000000000013,-3.594388156965199,14.102222783307264,0.0,4.988193747064116,3.6881757378226467,0.0,-1.2796668247753014,15.81360672688196,-10.668771783301882,-28.836824924587816,-28.8466360238224,0.0
23,-2.4392027568908476,2.9497864318536093,-48.78405513781695,1.2000000000000006,2.9016438935225137,-0.6155124162485227,0.0,4.022395794867537,2.0625548302276577,0.0,3.0529260929272874,-0.2855249062547357,-15.443070162613415,0.8168814922345061,-27.81299037546587,0.0
24,0.7942399629379004,2.9497864318536093,66.71615688678364,5.0399999999999805,-9.843550689886841,43.08860043140207,17.45246331537024,2.2185674662724946,1.8640478296137104,0.0,-1.1089076538218752,15.435570951404625,3.9174489024542787,-28.85381143215636,-28.83918782028197,0.0
