episode,score,best_score,total_reward,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
1,0.0,-inf,-46.33505724293545,2.760000000000002,-15.266112004729544,6.454106017921071,0.0,3.28152121406651,2.6589087716185222,0.0,-6.937992975534205,4.187729180072451,-14.864715413938713,21.395418543010102,13.813690036059839,0.0
2,-0.8525707099893538,1.1941313375935951,-34.10282839957415,2.4000000000000017,-9.688989369697138,5.477316136314809,0.0,2.402187185403374,5.920580424304486,0.0,-3.000049175932072,5.381809942337725,-16.82104969534472,5.459984811092035,0.9275116051668979,0.0
3,-2.2866888236578022,1.1941313375935951,-52.59384294412945,1.3800000000000008,-0.17537777410487507,0.9272045225336172,0.0,3.7113475452035036,4.116178692764624,0.0,2.4996533868954645,1.7519764281554155,-14.44236802450701,-1.013443852574345,0.46484286704462513,0.0
4,-2.3586630085401397,1.1941313375935951,-56.607912204963355,1.4400000000000008,0.2929544221626339,0.2415712928603851,0.0,3.450366865653704,1.52086785013962,0.0,0.7806644830908964,1.3416067664942508,-14.973772073096159,-19.35247090495823,-18.167483477350107,0.0
5,-2.1255284579789557,1.1941313375935951,-57.38926836543181,1.620000000000001,0.7686727708825527,-1.2488374955596675,0.0,0.09099097499243225,1.2624632735177483,0.0,0.18478328656198262,-1.7035230139415207,-13.605763492168194,-5.533153148400838,-8.384468923430926,0.0
6,-2.2752763745344136,1.1941313375935951,-56.88190936336034,1.5000000000000009,-1.106668394062645,0.009338506499534953,0.0,0.22308659210710147,6.1441390718209945,0.0,-1.2128845514573712,-0.0606609417518396,-14.098893900720775,0.03748420343783518,-9.193160165950903,0.0
7,-2.2651994718865462,1.1941313375935951,-54.364787325277106,1.4400000000000008,-0.377921875098915,-0.006862425311534647,0.0,0.04893943384155719,4.11181165901192,0.0,-1.041037164917756,0.0037731811557541544,-14.032578096331587,-0.09790718728190642,-6.74724566777865,0.0
8,-2.2903970653178867,1.1941313375935951,-57.25992663294717,1.5000000000000009,-0.319661226908218,0.00012421342652744837,0.0,6.201151334146527,3.8551963581040845,0.0,-0.45769886970901247,-0.017503716593807114,-12.961859286712393,-0.6298688587332077,-1.397779729383168,0.0
9,-2.295358854352438,1.1941313375935951,-52.793253650106074,1.3800000000000008,0.12185427652139826,0.0015067300676948304,0.0,6.1888925001465545,5.314826784925772,0.0,0.6090107689279034,0.009385702340489015,-15.756356924244688,-1.295455105306237,25.376001187711697,0.0
10,-2.2263639463780986,1.1941313375935951,-57.88546260583056,1.560000000000001,0.019222581863099567,-0.01731164694495759,0.0,6.242399038884075,4.09506983414753,0.0,-0.3635071019157774,-0.024872680908714875,-13.620236729268196,0.07388150898964897,27.500062460256142,0.0
