episode,score,best_score,total_reward,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
1,0.0,-inf,-52.45700234028253,1.3800000000000008,-8.43837727350236,2.2073615806333757,0.0,3.5175029283713783,5.912310927021661,0.0,-6.449910242725366,2.6999450762419994,-16.088688966424655,-11.916195607623251,10.24531382501533,0.0
2,0.0,-inf,-52.68253781011439,1.3800000000000008,-8.34531758864714,1.95563658101284,0.0,3.248634852179274,0.03377792632133669,0.0,-6.460690268795012,1.9320367723171519,-16.608443791014746,-12.973646324626845,10.12971127472093,0.0
3,-2.288974004580893,-2.1433451496652354,-52.646402105360536,1.3800000000000008,-8.393441975407688,2.1953218015851332,0.0,0.27736928261426197,5.441842677589101,0.0,-5.977809439028511,3.139792250476015,-15.267112926883584,-6.087165967001985,5.920026138299354,0.0
4,-2.164506800458746,-0.05062030482190638,-54.11267001146865,1.5000000000000009,-0.8122758023417189,5.126504038783883,0.0,4.769964267787923,2.4027065785494806,0.0,1.2607611006811419,4.160838104029387,-16.103435896961173,0.7782466870812371,-25.018040432167926,0.0
5,-1.1412372749541881,1.2803668160343433,-34.23711824862564,1.8000000000000012,-8.900678985542083,0.3376438261023716,0.0,0.49430555674892407,4.919793011913022,0.0,-10.25082316082582,2.762054520390561,-6.847393870309172,1.2095433510733908,-4.358254101268849,0.0
6,2.9417978363284187,2.9431531840897445,247.11101825158718,5.0399999999999805,-48.35114680634607,-2.2878339205194003,114.4755415853184,2.289356509833272,4.77802002274991,0.0,-16.01452563470973,4.367121470631423,10.260835378938937,-28.846253789510378,28.838289064068,0.0
7,-1.237146815267336,2.9431531840897445,-90.31171751451552,4.379999999999995,-2.568005594244069,-55.00539718307641,0.0,2.2869559080757718,5.501439803782091,0.0,0.8775391208732357,-20.63719580055926,-8.464799273585982,-28.81977660718424,5.97067173269408,0.0
8,-2.09756623972608,2.9431531840897445,-50.34158975342592,1.4400000000000008,0.7576671663500725,-3.832994780747223,0.0,5.378335898068833,0.33130253700299583,0.0,-1.5752481086136192,-5.243569846467338,-14.589528858108428,-28.812479441870853,-27.720001114959597,0.0
9,-2.1406931203413353,2.9431531840897445,-44.95455552716804,1.2600000000000007,1.9257964561422087,-3.262363233501381,0.0,4.2809895181011655,1.7721282701190155,0.0,1.8490995940863137,-1.010972763328997,-20.03949540594238,-28.828926125833153,-28.480381149379426,0.0
10,-1.1480129918041608,2.9431531840897445,-89.54501336072455,4.679999999999988,-0.025139069738677782,57.77882067274777,0.0,6.220744635993725,0.6802306840159487,0.0,0.6308780694953701,27.9344922978579,-5.954045865525244,-28.828786881619294,28.840297807002607,0.0
11,-1.8412609174303403,2.9431531840897445,-49.71404477061919,1.620000000000001,-1.0479921788843651,-2.0843312065882906,0.0,0.1707244609001135,4.471830031685981,0.0,-5.183162982093684,-3.9467126342748835,-16.253826148927125,-28.76242739196125,-0.9542934984795957,0.0
